index,subject,question,answer,a,b,c,d
9830,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9831,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9832,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9833,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9834,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9835,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9836,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9837,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9838,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9839,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9840,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9841,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
